ff8083f4e6f7e2dd36cbe9a3a68d74f9,f,t,t.1,t.2,f.1,t.3,f.2,f.3,60.0,2.0,3.0
66fdc5597af85d88b5a18e0f1e6397de,t,t,t,t,t,t,t,f,66.0,6.0,6.0
66e554a07540ed618ae8d29c094a824f,t,t,t,t,t,t,f,f,62.0,3.0,7.0
66df24ed1579877354363262b7ef590f,f,f,t,f,f,t,t,f,0.0,0.0,8.0
66259b44e2d47123d50db947b37a7b39,f,f,t,f,f,t,t,f,0.0,0.0,7.0
65b065cb10a4e17ddaa0ea478865d67a,f,,f,,f,,,,,,
65ad0db14148d9c0260d495a2ecaceb7,t,t,t,t,t,t,f,f,76.0,2.0,9.0
6592ee381d52d1f303400ebb5f046181,f,,f,,f,,,,,,
64ee601e985edf2e144fa9e38e619cea,f,f,t,t,t,t,t,f,66.0,0.0,3.0
64eb66ada0cdfa51763da792fb11e6bc,f,,f,,f,,,,,,
64e6415243aeeaee51ca39c0c8482e26,f,t,t,t,f,t,t,f,0.0,1.0,4.0
6485737e06c44d3904768fb37533ee35,f,f,t,f,t,t,t,f,66.0,0.0,5.0
64842df2f114a1c014f89c01c52851c3,f,f,t,t,f,t,f,f,50.0,0.0,4.0
645b3417559f5cfd9966a3a6f9f19169,f,f,t,t,f,t,t,f,,0.0,3.0
6448db4a1ba9f342c506edec82f9bbca,f,f,f,t,f,f,f,f,0.0,0.0,2.0
6440c91b07e7ed35032e528ea98e58fc,f,f,t,t,f,f,t,f,50.0,0.0,2.0
637503899e73e99d0431e42af5c2b2d5,f,t,f,t,t,f,f,f,66.0,10.0,0.0
634f5a14838243b5d062c35ea7b78628,f,,f,,f,,,,,,
630a2b5f89f2ce81d43f6c1a588d6837,f,t,t,t,t,f,f,f,100.0,1.0,0.0
62faf3484ad6a036ee01f8e476c47713,f,f,t,f,f,f,t,f,,0.0,2.0
62f931a7e9cae00fdbcd501140dedc27,f,,f,,f,,,,,,
62f1bea24327aecea0745dd696af5342,f,t,t,t,f,f,t,f,57.0,5.0,2.0
62d13b584ab1153194896c7e2126f31f,f,f,t,t,f,t,f,f,50.0,0.0,4.0
62c93d9f1f3bfec4785892b5111467df,f,f,f,f,f,f,t,f,,0.0,1.0
625e4db246415fe092325a3b64a46abc,f,f,t,f,f,f,t,f,0.0,0.0,1.0
620ddc22440f1371efbca79910725f47,f,f,t,t,t,t,t,f,66.0,0.0,4.0
618ee24d7c65c9b72b44946ba383a966,t,t,t,t,t,f,t,f,66.0,2.0,1.0
61400ef357065b35245ac822b1abe556,f,f,t,t,f,t,t,f,52.0,0.0,23.0
61231c07e1e4e861a615c7e6e8f3763f,f,f,t,t,f,t,t,f,0.0,0.0,4.0
6110dbcdfe7390f67a10baa3632d6634,t,t,t,t,t,t,t,f,85.0,1.0,15.0
60e3d391832ec2d96cede9a5ca49ec6c,f,f,t,t,f,f,t,f,,0.0,1.0
60c0f05f3f5ce6398df1184985e0b944,f,f,t,f,t,f,t,f,100.0,0.0,1.0
60afcafc140744c2afe2962023f7b23b,f,f,t,t,f,t,t,f,57.0,0.0,7.0
60a930713a8c41b325acb01636982b8d,f,f,t,t,f,f,t,f,0.0,0.0,1.0
603648710c9f1ab130f55a3ba789dca1,f,f,t,t,f,t,t,f,33.0,0.0,4.0
5fcea135fa37dc423322c3635c23082c,f,f,t,f,f,f,t,f,,0.0,2.0
5fc8308ed21533c98e7f95d50957fa4d,f,f,t,t,f,t,t,f,,0.0,5.0
5f967d2c7fbb739cbbefad6936aaeaa3,f,,f,,f,,,,,,
5f8cd659919229ac799876d2d7661ae5,f,t,t,t,f,f,f,f,57.0,6.0,1.0
5f862f06d6043206e205805b86eedddc,f,t,t,t,f,t,t,f,40.0,4.0,4.0
5ea757346a161e221cb416bd22f5092b,f,f,f,f,f,f,f,f,50.0,0.0,2.0
5e97b64e9e08ec27c2736b4d34a74a0a,f,f,f,f,t,f,f,f,100.0,0.0,1.0
5e7832f4b49cf23790a92c925a236927,f,f,t,t,f,t,t,f,50.0,0.0,3.0
5e563a304db78240711b82272291f887,f,f,t,t,f,t,t,f,,0.0,5.0
5e498397574f7a067589581035ae9700,f,f,t,t,f,f,t,f,0.0,0.0,2.0
5e1da3a7c4f57373d2a958f454ec03fa,f,f,t,f,t,f,t,f,100.0,0.0,1.0
5dcfad7c804854a9c22744a25eab0077,f,f,t,f,t,t,f,f,66.0,0.0,3.0
5ce018c850f2e38d2d25784ade57654f,f,t,t,t,f,f,f,f,33.0,5.0,2.0
5c3b8937c6a40138a2d31b8e404af067,f,f,t,t,t,t,t,f,100.0,0.0,4.0
5c22978ff3e6ebd2f9a8d08dd7b74907,f,f,f,t,t,t,f,f,66.0,0.0,3.0
5b7b33d9df579fbdb887cf18a5ce3fdc,f,,f,,f,,,,,,
5b45ecb050404add87286599205d9104,f,f,t,t,f,f,f,f,20.0,0.0,2.0
5b2135204530aa841ef220400e44657a,f,t,t,t,f,f,t,f,50.0,1.0,1.0
5ac6f7432f16ec062cb7b65e73141d77,f,f,t,t,f,f,t,f,50.0,0.0,2.0
5a692e0449e8657006ec917cc5ce08f2,f,,f,,f,,,,,,
59fa44d365640bc718bef14114a0ac93,f,f,t,t,f,t,t,f,33.0,0.0,4.0
59d7ea47e8fbc27ba1b899e766da096b,f,t,t,t,f,t,f,f,36.0,1.0,18.0
59c6aab43c7121ede99358a92c806f8a,f,f,f,t,f,t,f,f,50.0,0.0,3.0
59af2eeecd45912cd67bbff6eff197ae,f,f,t,f,f,f,t,f,0.0,0.0,2.0
59aac262c48394e8ea6a83fc73ce0f1f,t,t,t,t,t,t,t,f,66.0,1.0,4.0
593a643004bfdcc1adfd2bdcecd689ce,f,f,t,f,f,f,t,f,0.0,0.0,2.0
589d04cdb64ef44cbe83edd99c20e622,f,t,t,f,f,f,t,f,,1.0,2.0
587d00830a85f52bce4564159c89a230,f,f,f,f,f,f,f,f,,0.0,1.0
58369e869655c4c49ed8a885d4d34494,f,,f,,f,,,,,,
582fda90ecd5f0e2b8448b85a88919c9,f,f,f,f,t,f,f,f,100.0,0.0,1.0
5829f0eef32ab5fdeb7e3c6d81f1664d,f,,f,,f,,,,,,
57f2d14ad53529472f3aafef9ade2012,f,f,f,f,f,f,f,f,,0.0,1.0
57f063534cfca295eca0fd35be224bd4,f,,f,,f,,,,,,
57c90b9439aab591b8fe9d4820bb5a0b,f,,f,,f,,,,,,
57c372aa1017c0d30a373a8a3da4ce0c,f,f,t,f,t,t,t,f,100.0,0.0,6.0
57aa84d1168ab5dcf98e4abe65b7e48a,f,,f,,f,,,,,,
574bb898876d56a7b740d2b778e0d3a6,f,f,t,f,f,f,t,f,,0.0,1.0
56e11b84da7a8652598c824e6dc53766,f,f,t,t,f,t,t,f,,0.0,5.0
56caf141e3da1cb662fa9e3462218c2a,f,,f,,f,,,,,,
55d7fa7ba15941b3dc675de8b28b002a,f,f,t,t,f,f,t,f,,0.0,1.0
55c0b80f2c118991ab12827b5f293354,f,f,t,t,t,t,t,f,100.0,0.0,6.0
55af915a7d4a6164738d906af93cc364,f,,f,,f,,,,,,
55acc3977dd795eb0e67807bcb692fc2,f,f,t,t,t,t,t,f,66.0,0.0,4.0
557f75596945a9d1ce991bf00a68ca28,f,t,t,t,f,f,t,f,60.0,6.0,1.0
554bb1e54ba0e51ad25f919b31e144f0,f,,f,,f,,,,,,
551d43f6735419cc8137ec78a8dc255a,f,f,t,f,f,f,t,f,,0.0,2.0
54e2a52136201ac084da9f1528f27573,f,t,t,t,f,t,t,f,20.0,1.0,4.0
540430ee27cbfd92c5f65a47905411f4,f,f,t,t,f,t,t,f,50.0,0.0,4.0
53a6a0dc974855f8e1f2982a99bf62a0,f,f,t,f,t,t,t,f,66.0,0.0,3.0
53798475e0404640e50c1873bcc4ecbc,f,,f,,f,,,,,,
531770b531b03fb51e1968bb58568bff,f,f,t,f,f,f,f,f,,0.0,2.0
525d707da63624fc226b4ced12880715,f,f,t,t,f,f,f,f,,0.0,1.0
5225076edc83b236891be1aa495a422f,f,,f,,f,,,,,,
51e08b41832031ddd49092e02bcf81bb,f,f,f,f,f,f,f,f,0.0,0.0,1.0
51a46b1dcc37d953bff265bfbd8d03cd,f,f,t,t,f,f,t,f,,0.0,1.0
518428255197232d9f346a7a6b5e9563,f,f,t,t,f,f,t,f,50.0,0.0,2.0
50f4377dfe0514261a2b325b07c1017d,f,t,t,t,f,t,f,f,52.0,12.0,4.0
50767f3a0265495c332d852b2dc004ea,f,t,t,t,f,t,t,f,58.0,7.0,7.0
4fdec77b00b9bed46786a9c413e3e792,f,f,t,t,f,t,f,f,50.0,0.0,23.0
4fb31ad1e68c70746b4b98033e287dbf,f,,f,,f,,,,,,
4f7009b0069f333832cd50740d830cd7,f,t,t,t,f,t,t,f,60.0,2.0,5.0
4f4b79bbfd9df5c89fd68ab58bba8b52,f,t,t,t,f,t,t,f,53.0,10.0,10.0
4ef0ad4cad2a4898dc2a8f0fb2d0035a,f,f,t,f,f,f,t,f,0.0,0.0,2.0
4eb0498a40877ce7a42099c68d2c8626,f,f,f,f,t,f,f,f,100.0,0.0,1.0
4ea80e79ec7a8b9cbb91f1fc287cb4a2,f,f,t,t,t,t,t,f,83.0,0.0,7.0
4e650be663331c1db5acef81fa77046d,f,f,t,t,f,f,t,f,,0.0,1.0
4e1faa66666187a1b0705bcb6798aab5,f,t,t,t,f,t,f,f,31.0,3.0,31.0
4ded8536aa2e831589c120af73d22abd,f,f,t,t,f,t,f,f,60.0,0.0,5.0
4db5b8b810b0dcc931735d95e722fbf1,f,f,t,t,f,t,t,f,33.0,0.0,4.0
4cc0b8566c7a3da72a8598195b61b85a,f,f,t,t,t,f,t,f,100.0,0.0,1.0
4c4e60812ef89cbb429cfd2748f6c3fc,f,f,t,t,f,t,t,f,28.0,0.0,4.0
4bf8f40fb1c1ee02bcd7f0c7b1714424,f,f,t,t,f,f,t,f,,0.0,1.0
4bf416ef56717b217ba9e96e2e2fad1a,f,,f,,f,,,,,,
4ae5a8e315575cbcf10fe5de5ccb45bb,f,f,t,f,f,f,t,f,0.0,0.0,2.0
4abe5311765fa6abf311c23288b3af5b,f,,f,,f,,,,,,
4a92b5cd6d351a1a56fffb096e378ccf,f,,f,,f,,,,,,
4a889ab8a4e60c7205353d97f7269bad,f,,f,,f,,,,,,
4a4a5120ed7ed08a142bbb1a5df1a036,f,t,t,t,f,t,t,f,25.0,2.0,3.0
49b551567907633776febe933ec2369e,f,f,t,t,f,f,t,f,50.0,0.0,2.0
4981500d6f4057111bbd543b29aec548,f,f,t,f,f,f,f,f,,0.0,1.0
4953895ca465059555c2d84e583d198a,f,f,t,t,f,f,t,f,50.0,0.0,2.0
49389369b56a685a50f0b61907c1c6cb,f,f,t,t,f,t,t,f,20.0,0.0,4.0
48d9e33af2a5871db2861273d2484916,t,t,t,t,t,t,t,f,66.0,1.0,4.0
48a094b6210cc046199dc06594310376,f,t,f,t,f,f,f,f,50.0,3.0,1.0
48950838a0725bce67bf71ca350ee9d3,f,f,t,f,f,f,t,f,,0.0,1.0
4892b1af8643700c8cdd15879310be44,f,f,f,f,f,f,t,f,,0.0,1.0
4794910eeb897573d68ad420bfee88c9,f,f,f,f,f,t,f,f,33.0,0.0,3.0
474e080e4faaa207081a2d1152c3fa44,f,t,t,t,t,f,f,f,100.0,8.0,1.0
4707745649dbb9ce2fa9151e7a762289,f,f,t,t,f,f,t,f,,0.0,1.0
46d7890a764dd9c175a8fa04c394e34c,f,t,t,t,f,t,t,f,40.0,1.0,15.0
469937fbe1fb211e806e29eb7f49ead4,f,t,t,t,f,t,t,f,40.0,2.0,3.0
46199826e1b283ba08eb28abdd801509,f,f,t,t,t,t,t,f,66.0,0.0,8.0
460f77ee6f8cef6641256a76ab802f5a,f,f,f,f,t,f,f,f,100.0,0.0,1.0
45b2840bb801569736f0a505ab6e5e75,f,t,t,t,f,t,f,f,50.0,2.0,4.0
45974e98a3009e4d6f0e89836da2cc66,f,f,t,f,f,f,t,f,0.0,0.0,1.0
455bd1fb1cd83bc066721b0ac53caf26,f,t,t,t,f,f,f,f,36.0,8.0,1.0
4501c76088139ef84e3badfee1f25f75,f,f,t,t,f,t,t,f,40.0,0.0,20.0
44b8f7e7994837f7341f28d3bf382879,f,f,f,t,t,f,f,f,100.0,0.0,1.0
44711231fa351af13bb95a40fd22f2de,f,f,t,t,f,f,t,f,,0.0,2.0
44585be1b0db40c6d27e063be8026305,f,f,f,f,f,f,t,f,0.0,0.0,2.0
4421e78379a549d00662dffb2e7c2dd0,f,t,f,t,t,t,t,f,66.0,1.0,3.0
441c60e18e8ece300f33179bc4cb16bc,f,t,t,t,f,t,t,f,50.0,1.0,3.0
440f08f43d4334acc02e907f73082c27,f,f,t,f,t,t,t,f,66.0,0.0,3.0
437f9809c6f69dadb49c7d507e8e6157,f,f,t,t,f,f,t,f,0.0,0.0,1.0
42d585581233f6991ff814c645c790cb,f,f,t,t,t,t,t,f,100.0,0.0,8.0
428aabccaec0a1b4f4c5dcc4c99c6f44,f,,f,,f,,,,,,
422c2856855c3ae6fa35618a41e5faa2,f,f,t,f,f,f,t,f,,0.0,2.0
417d8e0bdf31963002b540c9e7de1e2b,f,,f,,f,,,,,,
41343d3e0b10e900e2cc44616577a124,f,,f,,f,,,,,,
41144df3a6f14c080470066be7089f6a,f,f,t,t,f,f,t,f,50.0,0.0,2.0
40f6859a9479377a08d8a00ec1ede120,f,f,t,f,t,f,t,f,100.0,0.0,1.0
40af24067d52e8b08782b2a296c0a237,f,t,t,t,f,t,t,f,50.0,1.0,11.0
407fc51369924dafe64fa58dc17ede7f,f,f,f,f,f,f,f,f,,0.0,1.0
405e629fbd3d0a71f5bb788b4fe850b6,t,t,t,t,t,t,t,f,66.0,1.0,5.0
400606b4ade10ccac1da5048e69c2841,f,f,t,f,f,t,t,f,33.0,0.0,4.0
3ff2269010cd1af6e3886ee3e57d0e36,f,f,t,t,t,t,t,f,66.0,0.0,4.0
3fd99594ae4233f6d6012aa3aa044ee7,f,,f,,f,,,,,,
3fd610bbb59749ad96935f640fec3436,f,f,f,f,f,f,f,f,0.0,0.0,1.0
3eb445161d039d1788858c2c46ea2231,f,f,f,t,f,f,t,f,50.0,0.0,2.0
3e8e8de55318d0f4d21bd4b36ded600f,f,f,t,t,t,t,t,f,66.0,0.0,16.0
3e2b1edda5126a5e5d7db1f277fe728c,f,f,t,t,t,t,t,f,100.0,0.0,7.0
3df03fad6c8649a722884dffe38c5b44,f,f,f,f,f,t,f,f,20.0,0.0,7.0
3d61e16e09ce0800a8d414d6e35d7881,f,t,t,t,f,f,f,f,46.0,8.0,0.0
3cf7029d872f27d62f51cefb77c44429,f,f,t,t,f,t,t,f,,0.0,4.0
3cf3b143dd2e682febc72c20a7e84c33,f,f,t,t,t,t,t,f,66.0,0.0,4.0
3cdbf1051a67f0c582aa5ec4a5fc3547,f,f,t,t,t,f,t,t,100.0,0.0,2.0
3ca8d948ec46c59c9a9b71d05d7904c1,f,f,t,t,f,t,t,f,50.0,0.0,3.0
3c54129be98348fd6adc4e77d27a1bfa,f,f,f,f,t,f,f,f,100.0,0.0,1.0
3bb17ffbbcdd2d268ddebe170983a8a1,f,f,t,t,f,t,t,f,50.0,0.0,9.0
3ba45ad97844c4d7df414a1477d64a93,f,t,t,t,f,t,t,f,40.0,1.0,9.0
3b79f504fc29824edb79164d61bff79c,f,f,t,t,f,f,t,f,,0.0,1.0
3b67b12d2f44258248276502b287b28d,f,t,t,t,f,f,t,f,50.0,5.0,2.0
3b2a190fd0f94a544f5aed6122c72dbe,f,f,t,f,t,t,t,f,100.0,0.0,4.0
3b2428cf2cf27f66f00355790906613e,f,,f,,f,,,,,,
3acb3cce0354b2479da648082227268e,f,f,t,t,t,f,t,f,100.0,0.0,2.0
3a7e59dc1c18de720b243093620990e4,f,f,t,t,f,f,t,f,0.0,0.0,1.0
3a2dfa4630506bb4210316fd7b23bf6b,f,f,f,f,t,f,f,f,100.0,0.0,1.0
3953b8a41a8d2166f9df12005226875e,t,t,t,t,t,t,t,f,77.0,4.0,8.0
394d603097fc9d0a96b052b341230eb1,f,f,t,t,t,t,t,f,75.0,0.0,5.0
39456f0d07caeae95f70dd77a2f08dc7,f,f,t,t,t,f,t,f,66.0,0.0,2.0
39162907d25e8234c31781552eb0f989,f,f,t,t,t,t,t,f,66.0,0.0,8.0
39144b8e5a32c1fd5c6372269e2567d4,f,,f,,f,,,,,,
38efd2df422d2881a01b011c60c44115,f,f,t,t,f,f,t,f,,0.0,2.0
38a9386226ea467c9ce4e3016f6cb940,f,f,f,f,f,f,f,f,0.0,0.0,1.0
3823f66b4e3a682f92c85a04b494a26c,f,,f,,f,,,,,,
37a36b62a3daf3da38e2efbb70f56e6a,f,f,f,f,f,f,f,f,,0.0,1.0
37911799d4852ec42ffb2b83c68daed9,f,f,t,t,f,t,f,f,,0.0,3.0
376b9588e40ea249edf293da3930bd18,f,f,t,t,t,t,t,f,100.0,0.0,4.0
36cbfd6bf9161a4e994ffbaef1968bfd,f,,f,,f,,,,,,
36c693e755c427ec042611afe21f2cd9,f,f,t,t,t,t,t,f,66.0,0.0,13.0
36be4c45c7920e52ed88c4cc31b7bd0d,f,f,t,t,f,t,t,f,50.0,0.0,5.0
35f38a7b09ae0dc5e2e7849a275d67de,f,t,t,t,f,t,t,f,33.0,2.0,4.0
35c5eca6017da46c3720169b1d9e38c4,f,f,f,f,f,f,f,f,0.0,0.0,1.0
3597d06d22cbb9f5546b4d0d317d3ec8,f,f,t,f,f,t,t,f,0.0,0.0,3.0
34b47242b05424fc6b16bf0070c2dc35,t,t,t,t,t,f,t,f,100.0,1.0,2.0
3366a06a68d1baeda2a9bfa2107aee3a,f,f,t,t,f,t,f,f,0.0,0.0,10.0
33266a612123198e7b8a1ea9ee0328e1,f,f,t,t,t,t,t,f,66.0,0.0,24.0
331d72e8abbf73a5777472a19fed2ded,f,f,t,t,t,t,t,f,80.0,0.0,5.0
32ff1f41bba4569db8888ec145e1a950,t,t,t,t,t,t,t,f,75.0,1.0,4.0
32eb35c68bd58c9a0a125266778f3c85,t,t,t,t,t,t,f,f,64.0,5.0,8.0
3287c3c8bbc0dd75f097337c30d9a953,f,f,t,f,f,f,t,f,,0.0,2.0
324d2cbfe715420b47bd66f345a5a72e,f,f,f,t,t,f,f,f,100.0,0.0,2.0
3212f7e5eaa16f9908e3effd9b82bfac,f,f,f,f,f,f,f,f,,0.0,1.0
31c6e552d7536e01478d57e5d299b90d,f,f,t,t,f,t,t,f,,0.0,3.0
31642af601fbc925f2009f7f076426fa,t,t,t,t,t,t,f,f,100.0,2.0,14.0
3107014ba4284ce6fcba0c10d2bcc776,f,f,t,f,f,f,t,f,,0.0,2.0
30eae10377a0648e549e4c7ca2a1deff,f,f,t,t,f,f,t,f,,0.0,1.0
30c628cd8a42239da6eb4886a68d10d7,t,t,t,t,t,t,t,f,88.0,1.0,5.0
2f6e15e3ba1f083643dda66173a06b67,f,t,f,t,t,t,f,f,66.0,7.0,5.0
2f19612239938bb6a180802b9d88393f,f,f,t,t,t,t,t,f,66.0,0.0,3.0
2ec6b5ac4275f7641165c064510c12ff,f,f,t,f,f,f,t,f,0.0,0.0,2.0
2e88eaa2c583ca25ff5ca955b79e7da2,f,f,t,t,f,t,t,f,57.0,0.0,7.0
2e856995f2a1b3f3cbe4cbcf95d38b67,f,f,t,t,f,t,t,f,0.0,0.0,3.0
2e3232a6eda0c52849d1f730d7f1d70e,f,f,f,f,f,f,f,f,,0.0,2.0
2df01ef45940b7ccecd30624fabc1063,f,t,t,t,f,f,f,f,25.0,4.0,2.0
2deb42e57376248fb622b5d3006a948a,f,f,f,f,t,f,f,f,100.0,0.0,1.0
2d4cadf56059963020452afe92840746,f,f,t,f,f,f,f,f,0.0,0.0,1.0
2d134c0f935e3d9111d82f40189ad0ba,f,t,t,t,f,f,f,f,55.0,6.0,2.0
2cb6f20ae3392f4850f8200dd74ed60e,f,f,t,t,t,t,f,f,100.0,0.0,3.0
2c5ca7fda33d8d909e4b43159de5b4f7,f,f,t,t,t,t,t,f,85.0,0.0,8.0
2c4f3032b2d6a2586fe6ad60cb326ad0,f,f,t,t,t,t,t,f,100.0,0.0,5.0
2c02c4122131663c0315feccc8c3b4fa,f,f,t,t,t,f,t,t,100.0,0.0,2.0
2bae2da495e8d1c26ae26dce25aa76c3,f,f,t,t,t,t,t,f,80.0,0.0,5.0
2b99cd57c953094a41bf8ed66348e5f1,f,f,t,t,t,f,t,f,100.0,0.0,2.0
2b8a95dbcad3db48e6bf760a55329730,f,f,t,t,f,t,t,f,33.0,0.0,3.0
2b196a680d8075b027a3d312ada394fb,f,f,t,t,t,t,f,f,83.0,0.0,7.0
2b1157513891e017e9acb24d6e6d06f6,f,f,f,f,f,f,f,f,0.0,0.0,1.0
2aba136987419f93e1d7cd3d63be96a4,f,f,t,t,f,f,f,f,,0.0,1.0
2a9b9163cea0c5753ef023fd96ad881a,f,f,f,t,t,t,f,f,100.0,0.0,6.0
2a3ae1465ff9e14341c67e820670bd6c,t,t,t,t,t,t,t,f,82.0,6.0,18.0
2a1bc6a69dee148ae93a89d61b395a65,f,f,t,t,f,f,t,f,50.0,0.0,2.0
29e5bae874e3776906830fc0f0fee782,f,,f,,f,,,,,,
29a7233b6b5a8b66b2fed809b6c6b403,f,f,t,t,t,t,t,t,75.0,0.0,4.0
29a1d0d9a1d1c4f78aad730ead7273c9,f,,f,,f,,,,,,
2948b8b7fc8d4a17813d9652abc220fe,f,f,t,f,f,f,t,f,,0.0,1.0
293df235675e3b86a502c30db83a8fb4,f,f,t,f,f,f,t,f,0.0,0.0,1.0
291cbde86979534333098ebf3246ad1f,f,,f,,f,,,,,,
291ca51e7ba5165886b8a6651cb61b1b,f,f,t,t,t,t,t,f,66.0,0.0,3.0
288b96bb275620ecfeb34f98db17ba04,f,f,t,t,t,t,t,f,66.0,0.0,7.0
282be1b1525c4260ec96319b11d239a6,f,f,t,t,f,f,t,f,50.0,0.0,2.0
280921cc12f1d863f701d9167f0cbc7e,f,f,t,f,f,f,t,f,,0.0,1.0
2777382cf313edc6294da04fe2883c38,f,f,t,f,f,f,t,f,0.0,0.0,1.0
2767f22d7a24a492b254db46504e3ef2,f,f,t,t,t,t,t,f,100.0,0.0,4.0
27094d236164168932babe95eb8fedfb,f,f,t,f,f,f,t,f,0.0,0.0,2.0
270393403a7bbf645e46c551ae38da63,f,f,f,f,f,f,t,f,0.0,0.0,1.0
26fb86e0966a5bcce93353b857bf00d1,f,,f,,f,,,,,,
268fd8d65c19377a2dd84b289e9798df,f,f,t,f,f,t,t,f,,0.0,5.0
266e7c2d6df95578917ffde00479464b,f,f,t,t,t,t,t,f,66.0,0.0,5.0
263064350735a008e34e03a1b247792f,f,t,t,t,f,t,t,f,40.0,3.0,7.0
260d9216061ced999ca57b601495804b,f,f,f,t,f,f,f,f,,0.0,1.0
25ef48e9bdba727693a87ea9703c5dcc,f,t,t,t,f,t,t,f,30.0,9.0,7.0
25d74997c8795a6b0abcfa3caa4dc1e7,f,f,t,t,f,f,t,f,0.0,0.0,1.0
25b7e16cac92dba2b46d5fa4ba4482de,f,,f,,f,,,,,,
25b45bb3472796f97e629255e4e58246,f,t,t,t,f,f,f,f,40.0,4.0,1.0
256c4c0f709652bd601668e21bda636e,f,,f,,f,,,,,,
2543f433163f69cbd51d8b59d99af98d,f,f,t,t,f,f,t,f,50.0,0.0,2.0
24e0167e9e1aedbb5746600694cd020b,f,t,f,t,t,f,f,f,66.0,2.0,1.0
247f5d44e6723a2d30a54c5143108f76,f,f,f,t,f,f,f,f,50.0,0.0,1.0
24150aaa9be163f1c4c0ab1e42e0e3b2,f,f,f,t,f,f,f,f,0.0,0.0,1.0
23f873db17d5e01127868747389a84a8,f,f,f,f,f,f,f,f,,0.0,1.0
2367274339c5dba9db7ece53d5f4bb34,f,f,t,f,f,f,t,f,0.0,0.0,2.0
23470a4077f5254a035e1aea0e6e225e,f,f,t,f,f,f,t,f,0.0,0.0,2.0
226a3db6e07b72ddfa397c1cb90abb80,t,t,t,t,t,f,t,t,66.0,1.0,2.0
223da5d04921b3371929c605311a8b32,f,f,t,f,t,t,t,f,100.0,0.0,4.0
222663ff73298c2a4e2cfc0664fc8d6a,f,f,t,t,f,f,t,f,50.0,0.0,2.0
21f051e49f3eff2a90d10892d18b0383,f,f,t,t,t,f,t,t,100.0,0.0,1.0
2147a5b3ba5ffd14a78637ec1dd721ee,f,f,t,f,f,f,t,f,0.0,0.0,2.0
2109a80f6322498be9bd4ee90568ca30,f,t,t,t,f,f,f,f,25.0,7.0,1.0
209ef52115c7348356b5d2bd0833dbb9,f,,f,,f,,,,,,
20390c95e40fed3a08282bbe902cfe0c,f,f,f,f,t,t,f,f,66.0,0.0,3.0
20221c2e70205a57f09bfc06bd8fab13,f,f,t,t,f,t,t,f,,0.0,3.0
2009d9676186a7da4b50e9c9b71ebd8e,f,f,t,t,t,t,t,f,85.0,0.0,14.0
1fe71bfef9ec6ee0464c31a005ad64f1,f,,f,,f,,,,,,
1fe066b80c95be3d476d721380e8218f,f,f,t,t,t,f,t,f,100.0,0.0,2.0
1fd61ef3d2b323b80765e8636deb2f2b,f,f,t,t,f,t,f,f,25.0,0.0,4.0
1fd3969bbbf98fd07101c75f7f771d4d,f,f,t,f,f,t,t,f,0.0,0.0,4.0
1fd146d606cda8a5afdb023a6e68fba6,f,,f,,f,,,,,,
1fb04f2c57ae9ee5057bc85622047c30,f,t,t,t,f,f,f,f,33.0,2.0,1.0
1f7e8d0d2044eb2a2f8aa1500685f9be,f,f,t,t,t,t,t,f,80.0,0.0,8.0
1f7a3a6cf4b08750ef7ea43b60e573c8,f,,f,,f,,,,,,
1f6f46f84586342cf77c65a608d691c7,f,f,t,f,f,f,t,f,,0.0,2.0
1f3cc9a1af9761db7edc3063563b35db,f,f,t,t,t,t,t,f,100.0,0.0,5.0
1f38639ab881834281152907c42d8379,f,f,f,f,f,f,f,f,0.0,0.0,2.0
1f067527959aa7ad5bbde5b4b528725d,f,f,t,t,t,t,t,f,100.0,0.0,4.0
1ee74a447bba812979ad00f429891444,f,,f,,f,,,,,,
1e948a13973c5918002ecc72ea086600,f,t,t,t,f,t,t,f,61.0,3.0,11.0
1e4eb9894cdfc7b511193a362fcaa120,f,t,t,t,f,f,t,f,25.0,3.0,1.0
1e123779c1b17c997a37869c42428833,f,f,t,f,f,f,t,f,0.0,0.0,2.0
1dd54e29811fc012fccfefeebd7a5de8,f,f,t,t,t,t,t,f,80.0,0.0,6.0
1dcbd1e36787e28402f1aeaec4ec7aed,f,f,t,t,f,t,t,f,20.0,0.0,3.0
1d8e76b9ed6d5e32b9a9baaad963cd2f,f,f,t,t,f,t,f,f,50.0,0.0,6.0
1ce34cb2d4e0cf3aecd920e9a0214cb0,f,f,t,t,f,t,t,f,,0.0,3.0
1c56eed6a99f08b56663c2bad739b250,f,t,t,t,f,f,t,f,40.0,3.0,2.0
1c5231f3d676408f9aee25d910afe27b,f,t,t,t,f,f,t,f,50.0,1.0,2.0
1c4250e82ab5431455c29dd6d0b6ff65,f,,f,,f,,,,,,
1b9d7493ba3ef30b8a15dcbda4bbebad,f,,f,,f,,,,,,
1b6b50f106cf2b85375c847c99bc0040,f,f,t,t,f,f,t,f,,0.0,2.0
1b53c54ca7a7a0edf3030e1c51c648d9,f,f,t,t,f,t,t,f,50.0,0.0,5.0
1b0629fa8436d9819917de28fc3bbc16,f,,f,,f,,,,,,
1af6aa9698883c90dda7d3e164c43e0c,f,f,t,f,f,f,t,f,0.0,0.0,1.0
1aef18a8d54045f00701a992c84e6d51,f,f,t,t,f,t,f,f,50.0,0.0,6.0
